student_id,day,semester,late_or_not
1,W0W,Fall,not late
1,W0F,Fall,not late
1,W1M,Fall,not late
1,W1W,Fall,not late
1,W1F,Fall,not late
1,W2M,Fall,not late
1,W2W,Fall,not late
1,W2F,Fall,not late
1,W3M,Fall,not late
1,W3W,Fall,not late
1,W3F,Fall,not late
1,W4M,Fall,not late
1,W4W,Fall,late
1,W4F,Fall,not late
1,W5M,Fall,not late
1,W5F,Fall,not late
1,W6M,Fall,not late
1,W6W,Fall,not late
1,W6F,Fall,not late
1,W7M,Fall,not late
1,W7W,Fall,not late
1,W8W,Fall,not late
1,W8F,Fall,not late
1,W9M,Fall,not late
1,W9F,Fall,not late
1,W10M,Fall,not late
1,W10W,Fall,not late
1,W10F,Fall,not late
1,W11M,Fall,not late
1,W11W,Fall,not late
1,W11F,Fall,not late
1,W12M,Fall,not late
1,W12W,Fall,not late
1,W12F,Fall,not late
1,W13M,Fall,not late
1,W13W,Fall,not late
1,W14M,Fall,not late
1,W14W,Fall,not late
2,W0W,Fall,not late
2,W0F,Fall,not late
2,W1M,Fall,late
2,W1W,Fall,not late
2,W1F,Fall,not late
2,W2M,Fall,not late
2,W2W,Fall,not late
2,W2F,Fall,not late
2,W3M,Fall,not late
2,W3W,Fall,not late
2,W3F,Fall,not late
2,W4M,Fall,not late
2,W4W,Fall,not late
2,W4F,Fall,not late
2,W5M,Fall,not late
2,W5F,Fall,not late
2,W6M,Fall,not late
2,W6W,Fall,not late
2,W6F,Fall,not late
2,W7M,Fall,not late
2,W7W,Fall,not late
2,W8W,Fall,not late
2,W8F,Fall,not late
2,W9M,Fall,not late
2,W9F,Fall,late
2,W10M,Fall,not late
2,W10W,Fall,not late
2,W10F,Fall,not late
2,W11M,Fall,not late
2,W11W,Fall,not late
2,W11F,Fall,not late
2,W12M,Fall,not late
2,W12W,Fall,not late
2,W12F,Fall,not late
2,W13M,Fall,not late
2,W13W,Fall,late
2,W14M,Fall,not late
2,W14W,Fall,not late
3,W0W,Fall,not late
3,W0F,Fall,not late
3,W1M,Fall,not late
3,W1W,Fall,not late
3,W1F,Fall,not late
3,W2M,Fall,not late
3,W2W,Fall,not late
3,W2F,Fall,not late
3,W3M,Fall,not late
3,W3W,Fall,not late
3,W3F,Fall,not late
3,W4M,Fall,not late
3,W4W,Fall,not late
3,W4F,Fall,not late
3,W5M,Fall,not late
3,W5F,Fall,not late
3,W6M,Fall,not late
3,W6W,Fall,not late
3,W6F,Fall,not late
3,W7M,Fall,not late
3,W7W,Fall,not late
3,W8W,Fall,not late
3,W8F,Fall,not late
3,W9M,Fall,not late
3,W9F,Fall,not late
3,W10M,Fall,not late
3,W10W,Fall,not late
3,W10F,Fall,not late
3,W11M,Fall,not late
3,W11W,Fall,not late
3,W11F,Fall,not late
3,W12M,Fall,not late
3,W12W,Fall,not late
3,W12F,Fall,late
3,W13M,Fall,not late
3,W13W,Fall,not late
3,W14M,Fall,late
3,W14W,Fall,not late
4,W0W,Fall,not late
4,W0F,Fall,not late
4,W1M,Fall,not late
4,W1W,Fall,not late
4,W1F,Fall,not late
4,W2M,Fall,not late
4,W2W,Fall,not late
4,W2F,Fall,not late
4,W3M,Fall,not late
4,W3W,Fall,not late
4,W3F,Fall,not late
4,W4M,Fall,not late
4,W4W,Fall,not late
4,W4F,Fall,not late
4,W5M,Fall,not late
4,W5F,Fall,not late
4,W6M,Fall,not late
4,W6W,Fall,not late
4,W6F,Fall,not late
4,W7M,Fall,not late
4,W7W,Fall,not late
4,W8W,Fall,not late
4,W8F,Fall,not late
4,W9M,Fall,not late
4,W9F,Fall,not late
4,W10M,Fall,not late
4,W10W,Fall,not late
4,W10F,Fall,not late
4,W11M,Fall,not late
4,W11W,Fall,not late
4,W11F,Fall,not late
4,W12M,Fall,not late
4,W12W,Fall,not late
4,W12F,Fall,not late
4,W13M,Fall,not late
4,W13W,Fall,not late
4,W14M,Fall,not late
4,W14W,Fall,not late
5,W0W,Fall,not late
5,W0F,Fall,not late
5,W1M,Fall,late
5,W1W,Fall,not late
5,W1F,Fall,not late
5,W2M,Fall,not late
5,W2W,Fall,not late
5,W2F,Fall,not late
5,W3M,Fall,not late
5,W3W,Fall,not late
5,W3F,Fall,not late
5,W4M,Fall,not late
5,W4W,Fall,not late
5,W4F,Fall,not late
5,W5M,Fall,not late
5,W5F,Fall,not late
5,W6M,Fall,not late
5,W6W,Fall,not late
5,W6F,Fall,not late
5,W7M,Fall,not late
5,W7W,Fall,not late
5,W8W,Fall,not late
5,W8F,Fall,not late
5,W9M,Fall,not late
5,W9F,Fall,not late
5,W10M,Fall,not late
5,W10W,Fall,not late
5,W10F,Fall,not late
5,W11M,Fall,not late
5,W11W,Fall,not late
5,W11F,Fall,not late
5,W12M,Fall,not late
5,W12W,Fall,not late
5,W12F,Fall,late
5,W13M,Fall,not late
5,W13W,Fall,not late
5,W14M,Fall,late
5,W14W,Fall,not late
6,W0W,Fall,not late
6,W0F,Fall,not late
6,W1M,Fall,not late
6,W1W,Fall,not late
6,W1F,Fall,not late
6,W2M,Fall,not late
6,W2W,Fall,not late
6,W2F,Fall,not late
6,W3M,Fall,not late
6,W3W,Fall,not late
6,W3F,Fall,not late
6,W4M,Fall,not late
6,W4W,Fall,not late
6,W4F,Fall,not late
6,W5M,Fall,not late
6,W5F,Fall,late
6,W6M,Fall,not late
6,W6W,Fall,not late
6,W6F,Fall,late
6,W7M,Fall,late
6,W7W,Fall,not late
6,W8W,Fall,not late
6,W8F,Fall,not late
6,W9M,Fall,not late
6,W9F,Fall,late
6,W10M,Fall,not late
6,W10W,Fall,not late
6,W10F,Fall,late
6,W11M,Fall,not late
6,W11W,Fall,not late
6,W11F,Fall,late
6,W12M,Fall,not late
6,W12W,Fall,not late
6,W12F,Fall,late
6,W13M,Fall,not late
6,W13W,Fall,late
6,W14M,Fall,late
6,W14W,Fall,not late
7,W0W,Fall,not late
7,W0F,Fall,not late
7,W1M,Fall,not late
7,W1W,Fall,not late
7,W1F,Fall,not late
7,W2M,Fall,not late
7,W2W,Fall,not late
7,W2F,Fall,not late
7,W3M,Fall,not late
7,W3W,Fall,not late
7,W3F,Fall,not late
7,W4M,Fall,not late
7,W4W,Fall,not late
7,W4F,Fall,not late
7,W5M,Fall,not late
7,W5F,Fall,not late
7,W6M,Fall,not late
7,W6W,Fall,not late
7,W6F,Fall,not late
7,W7M,Fall,not late
7,W7W,Fall,not late
7,W8W,Fall,not late
7,W8F,Fall,not late
7,W9M,Fall,not late
7,W9F,Fall,not late
7,W10M,Fall,not late
7,W10W,Fall,not late
7,W10F,Fall,not late
7,W11M,Fall,not late
7,W11W,Fall,not late
7,W11F,Fall,not late
7,W12M,Fall,not late
7,W12W,Fall,not late
7,W12F,Fall,not late
7,W13M,Fall,not late
7,W13W,Fall,not late
7,W14M,Fall,not late
7,W14W,Fall,not late
8,W0W,Fall,not late
8,W0F,Fall,not late
8,W1M,Fall,not late
8,W1W,Fall,late
8,W1F,Fall,late
8,W2M,Fall,not late
8,W2W,Fall,not late
8,W2F,Fall,not late
8,W3M,Fall,not late
8,W3W,Fall,not late
8,W3F,Fall,not late
8,W4M,Fall,not late
8,W4W,Fall,not late
8,W4F,Fall,not late
8,W5M,Fall,not late
8,W5F,Fall,late
8,W6M,Fall,not late
8,W6W,Fall,not late
8,W6F,Fall,late
8,W7M,Fall,late
8,W7W,Fall,not late
8,W8W,Fall,not late
8,W8F,Fall,late
8,W9M,Fall,not late
8,W9F,Fall,late
8,W10M,Fall,not late
8,W10W,Fall,not late
8,W10F,Fall,not late
8,W11M,Fall,not late
8,W11W,Fall,late
8,W11F,Fall,late
8,W12M,Fall,not late
8,W12W,Fall,not late
8,W12F,Fall,late
8,W13M,Fall,not late
8,W13W,Fall,late
8,W14M,Fall,late
8,W14W,Fall,not late
9,W0W,Fall,not late
9,W0F,Fall,not late
9,W1M,Fall,not late
9,W1W,Fall,not late
9,W1F,Fall,not late
9,W2M,Fall,not late
9,W2W,Fall,not late
9,W2F,Fall,not late
9,W3M,Fall,not late
9,W3W,Fall,not late
9,W3F,Fall,not late
9,W4M,Fall,not late
9,W4W,Fall,not late
9,W4F,Fall,not late
9,W5M,Fall,not late
9,W5F,Fall,not late
9,W6M,Fall,not late
9,W6W,Fall,not late
9,W6F,Fall,not late
9,W7M,Fall,not late
9,W7W,Fall,not late
9,W8W,Fall,not late
9,W8F,Fall,not late
9,W9M,Fall,not late
9,W9F,Fall,not late
9,W10M,Fall,not late
9,W10W,Fall,not late
9,W10F,Fall,not late
9,W11M,Fall,not late
9,W11W,Fall,not late
9,W11F,Fall,not late
9,W12M,Fall,not late
9,W12W,Fall,not late
9,W12F,Fall,not late
9,W13M,Fall,late
9,W13W,Fall,not late
9,W14M,Fall,not late
9,W14W,Fall,not late
10,W0W,Fall,not late
10,W0F,Fall,not late
10,W1M,Fall,late
10,W1W,Fall,late
10,W1F,Fall,late
10,W2M,Fall,not late
10,W2W,Fall,not late
10,W2F,Fall,not late
10,W3M,Fall,not late
10,W3W,Fall,not late
10,W3F,Fall,late
10,W4M,Fall,late
10,W4W,Fall,not late
10,W4F,Fall,not late
10,W5M,Fall,not late
10,W5F,Fall,late
10,W6M,Fall,not late
10,W6W,Fall,not late
10,W6F,Fall,not late
10,W7M,Fall,late
10,W7W,Fall,not late
10,W8W,Fall,not late
10,W8F,Fall,late
10,W9M,Fall,not late
10,W9F,Fall,late
10,W10M,Fall,not late
10,W10W,Fall,not late
10,W10F,Fall,late
10,W11M,Fall,not late
10,W11W,Fall,not late
10,W11F,Fall,late
10,W12M,Fall,late
10,W12W,Fall,late
10,W12F,Fall,late
10,W13M,Fall,late
10,W13W,Fall,not late
10,W14M,Fall,late
10,W14W,Fall,not late
11,W0W,Fall,not late
11,W0F,Fall,not late
11,W1M,Fall,not late
11,W1W,Fall,not late
11,W1F,Fall,not late
11,W2M,Fall,not late
11,W2W,Fall,not late
11,W2F,Fall,not late
11,W3M,Fall,not late
11,W3W,Fall,not late
11,W3F,Fall,not late
11,W4M,Fall,not late
11,W4W,Fall,not late
11,W4F,Fall,not late
11,W5M,Fall,not late
11,W5F,Fall,not late
11,W6M,Fall,not late
11,W6W,Fall,not late
11,W6F,Fall,not late
11,W7M,Fall,not late
11,W7W,Fall,not late
11,W8W,Fall,not late
11,W8F,Fall,not late
11,W9M,Fall,not late
11,W9F,Fall,not late
11,W10M,Fall,not late
11,W10W,Fall,not late
11,W10F,Fall,not late
11,W11M,Fall,not late
11,W11W,Fall,not late
11,W11F,Fall,not late
11,W12M,Fall,not late
11,W12W,Fall,not late
11,W12F,Fall,not late
11,W13M,Fall,not late
11,W13W,Fall,not late
11,W14M,Fall,not late
11,W14W,Fall,not late
12,W0W,Fall,not late
12,W0F,Fall,not late
12,W1M,Fall,not late
12,W1W,Fall,not late
12,W1F,Fall,not late
12,W2M,Fall,not late
12,W2W,Fall,not late
12,W2F,Fall,not late
12,W3M,Fall,not late
12,W3W,Fall,not late
12,W3F,Fall,not late
12,W4M,Fall,not late
12,W4W,Fall,not late
12,W4F,Fall,not late
12,W5M,Fall,not late
12,W5F,Fall,late
12,W6M,Fall,not late
12,W6W,Fall,not late
12,W6F,Fall,not late
12,W7M,Fall,not late
12,W7W,Fall,not late
12,W8W,Fall,not late
12,W8F,Fall,not late
12,W9M,Fall,not late
12,W9F,Fall,late
12,W10M,Fall,not late
12,W10W,Fall,not late
12,W10F,Fall,not late
12,W11M,Fall,not late
12,W11W,Fall,not late
12,W11F,Fall,not late
12,W12M,Fall,not late
12,W12W,Fall,not late
12,W12F,Fall,not late
12,W13M,Fall,not late
12,W13W,Fall,not late
12,W14M,Fall,not late
12,W14W,Fall,not late
13,W0W,Fall,not late
13,W0F,Fall,not late
13,W1M,Fall,not late
13,W1W,Fall,not late
13,W1F,Fall,not late
13,W2M,Fall,not late
13,W2W,Fall,not late
13,W2F,Fall,not late
13,W3M,Fall,not late
13,W3W,Fall,not late
13,W3F,Fall,not late
13,W4M,Fall,not late
13,W4W,Fall,not late
13,W4F,Fall,not late
13,W5M,Fall,not late
13,W5F,Fall,not late
13,W6M,Fall,not late
13,W6W,Fall,not late
13,W6F,Fall,not late
13,W7M,Fall,not late
13,W7W,Fall,not late
13,W8W,Fall,not late
13,W8F,Fall,late
13,W9M,Fall,not late
13,W9F,Fall,not late
13,W10M,Fall,not late
13,W10W,Fall,not late
13,W10F,Fall,late
13,W11M,Fall,not late
13,W11W,Fall,late
13,W11F,Fall,not late
13,W12M,Fall,not late
13,W12W,Fall,not late
13,W12F,Fall,not late
13,W13M,Fall,not late
13,W13W,Fall,not late
13,W14M,Fall,not late
13,W14W,Fall,not late
14,W0W,Fall,not late
14,W0F,Fall,not late
14,W1M,Fall,not late
14,W1W,Fall,not late
14,W1F,Fall,not late
14,W2M,Fall,not late
14,W2W,Fall,not late
14,W2F,Fall,not late
14,W3M,Fall,not late
14,W3W,Fall,not late
14,W3F,Fall,not late
14,W4M,Fall,not late
14,W4W,Fall,not late
14,W4F,Fall,not late
14,W5M,Fall,not late
14,W5F,Fall,not late
14,W6M,Fall,not late
14,W6W,Fall,not late
14,W6F,Fall,not late
14,W7M,Fall,not late
14,W7W,Fall,not late
14,W8W,Fall,not late
14,W8F,Fall,not late
14,W9M,Fall,not late
14,W9F,Fall,not late
14,W10M,Fall,not late
14,W10W,Fall,not late
14,W10F,Fall,not late
14,W11M,Fall,not late
14,W11W,Fall,not late
14,W11F,Fall,not late
14,W12M,Fall,not late
14,W12W,Fall,not late
14,W12F,Fall,not late
14,W13M,Fall,not late
14,W13W,Fall,not late
14,W14M,Fall,not late
14,W14W,Fall,not late
15,W0W,Fall,not late
15,W0F,Fall,not late
15,W1M,Fall,not late
15,W1W,Fall,not late
15,W1F,Fall,not late
15,W2M,Fall,not late
15,W2W,Fall,not late
15,W2F,Fall,not late
15,W3M,Fall,not late
15,W3W,Fall,not late
15,W3F,Fall,not late
15,W4M,Fall,not late
15,W4W,Fall,not late
15,W4F,Fall,not late
15,W5M,Fall,not late
15,W5F,Fall,not late
15,W6M,Fall,not late
15,W6W,Fall,not late
15,W6F,Fall,not late
15,W7M,Fall,not late
15,W7W,Fall,not late
15,W8W,Fall,not late
15,W8F,Fall,not late
15,W9M,Fall,not late
15,W9F,Fall,not late
15,W10M,Fall,not late
15,W10W,Fall,not late
15,W10F,Fall,not late
15,W11M,Fall,not late
15,W11W,Fall,not late
15,W11F,Fall,not late
15,W12M,Fall,not late
15,W12W,Fall,not late
15,W12F,Fall,not late
15,W13M,Fall,not late
15,W13W,Fall,not late
15,W14M,Fall,not late
15,W14W,Fall,not late
16,W0W,Fall,not late
16,W0F,Fall,not late
16,W1M,Fall,not late
16,W1W,Fall,not late
16,W1F,Fall,not late
16,W2M,Fall,not late
16,W2W,Fall,not late
16,W2F,Fall,not late
16,W3M,Fall,not late
16,W3W,Fall,not late
16,W3F,Fall,not late
16,W4M,Fall,not late
16,W4W,Fall,not late
16,W4F,Fall,not late
16,W5M,Fall,not late
16,W5F,Fall,not late
16,W6M,Fall,not late
16,W6W,Fall,not late
16,W6F,Fall,late
16,W7M,Fall,not late
16,W7W,Fall,not late
16,W8W,Fall,not late
16,W8F,Fall,late
16,W9M,Fall,not late
16,W9F,Fall,not late
16,W10M,Fall,not late
16,W10W,Fall,not late
16,W10F,Fall,not late
16,W11M,Fall,not late
16,W11W,Fall,not late
16,W11F,Fall,late
16,W12M,Fall,not late
16,W12W,Fall,not late
16,W12F,Fall,late
16,W13M,Fall,not late
16,W13W,Fall,not late
16,W14M,Fall,not late
16,W14W,Fall,not late
17,W0W,Fall,not late
17,W0F,Fall,not late
17,W1M,Fall,not late
17,W1W,Fall,not late
17,W1F,Fall,not late
17,W2M,Fall,not late
17,W2W,Fall,not late
17,W2F,Fall,not late
17,W3M,Fall,not late
17,W3W,Fall,not late
17,W3F,Fall,not late
17,W4M,Fall,not late
17,W4W,Fall,not late
17,W4F,Fall,not late
17,W5M,Fall,not late
17,W5F,Fall,not late
17,W6M,Fall,not late
17,W6W,Fall,not late
17,W6F,Fall,not late
17,W7M,Fall,not late
17,W7W,Fall,not late
17,W8W,Fall,not late
17,W8F,Fall,not late
17,W9M,Fall,not late
17,W9F,Fall,not late
17,W10M,Fall,not late
17,W10W,Fall,not late
17,W10F,Fall,not late
17,W11M,Fall,not late
17,W11W,Fall,not late
17,W11F,Fall,not late
17,W12M,Fall,not late
17,W12W,Fall,not late
17,W12F,Fall,not late
17,W13M,Fall,not late
17,W13W,Fall,not late
17,W14M,Fall,not late
17,W14W,Fall,not late
18,W0W,Fall,not late
18,W0F,Fall,not late
18,W1M,Fall,not late
18,W1W,Fall,not late
18,W1F,Fall,not late
18,W2M,Fall,not late
18,W2W,Fall,not late
18,W2F,Fall,not late
18,W3M,Fall,not late
18,W3W,Fall,not late
18,W3F,Fall,not late
18,W4M,Fall,not late
18,W4W,Fall,not late
18,W4F,Fall,not late
18,W5M,Fall,not late
18,W5F,Fall,late
18,W6M,Fall,not late
18,W6W,Fall,not late
18,W6F,Fall,late
18,W7M,Fall,not late
18,W7W,Fall,not late
18,W8W,Fall,not late
18,W8F,Fall,not late
18,W9M,Fall,not late
18,W9F,Fall,not late
18,W10M,Fall,not late
18,W10W,Fall,not late
18,W10F,Fall,not late
18,W11M,Fall,late
18,W11W,Fall,not late
18,W11F,Fall,not late
18,W12M,Fall,not late
18,W12W,Fall,not late
18,W12F,Fall,late
18,W13M,Fall,late
18,W13W,Fall,not late
18,W14M,Fall,late
18,W14W,Fall,not late
19,W0W,Fall,not late
19,W0F,Fall,not late
19,W1M,Fall,not late
19,W1W,Fall,not late
19,W1F,Fall,not late
19,W2M,Fall,not late
19,W2W,Fall,not late
19,W2F,Fall,not late
19,W3M,Fall,not late
19,W3W,Fall,not late
19,W3F,Fall,not late
19,W4M,Fall,not late
19,W4W,Fall,not late
19,W4F,Fall,not late
19,W5M,Fall,not late
19,W5F,Fall,not late
19,W6M,Fall,not late
19,W6W,Fall,not late
19,W6F,Fall,not late
19,W7M,Fall,not late
19,W7W,Fall,not late
19,W8W,Fall,not late
19,W8F,Fall,not late
19,W9M,Fall,not late
19,W9F,Fall,not late
19,W10M,Fall,not late
19,W10W,Fall,not late
19,W10F,Fall,not late
19,W11M,Fall,not late
19,W11W,Fall,not late
19,W11F,Fall,not late
19,W12M,Fall,not late
19,W12W,Fall,not late
19,W12F,Fall,not late
19,W13M,Fall,not late
19,W13W,Fall,not late
19,W14M,Fall,not late
19,W14W,Fall,not late
20,W0W,Fall,not late
20,W0F,Fall,not late
20,W1M,Fall,not late
20,W1W,Fall,not late
20,W1F,Fall,late
20,W2M,Fall,not late
20,W2W,Fall,not late
20,W2F,Fall,not late
20,W3M,Fall,not late
20,W3W,Fall,not late
20,W3F,Fall,late
20,W4M,Fall,not late
20,W4W,Fall,not late
20,W4F,Fall,not late
20,W5M,Fall,late
20,W5F,Fall,late
20,W6M,Fall,not late
20,W6W,Fall,not late
20,W6F,Fall,late
20,W7M,Fall,not late
20,W7W,Fall,not late
20,W8W,Fall,not late
20,W8F,Fall,not late
20,W9M,Fall,not late
20,W9F,Fall,not late
20,W10M,Fall,not late
20,W10W,Fall,not late
20,W10F,Fall,late
20,W11M,Fall,late
20,W11W,Fall,not late
20,W11F,Fall,late
20,W12M,Fall,not late
20,W12W,Fall,late
20,W12F,Fall,late
20,W13M,Fall,late
20,W13W,Fall,not late
20,W14M,Fall,late
20,W14W,Fall,not late
1,W0W,Spring,not late
1,W0F,Spring,late
1,W1M,Spring,not late
1,W1W,Spring,not late
1,W1F,Spring,not late
1,W2M,Spring,not late
1,W2W,Spring,not late
1,W2F,Spring,not late
1,W3M,Spring,not late
1,W3W,Spring,not late
1,W3F,Spring,late
1,W4M,Spring,not late
1,W4W,Spring,not late
1,W4F,Spring,not late
1,W5M,Spring,not late
1,W5F,Spring,late
1,W6M,Spring,not late
1,W6W,Spring,not late
1,W6F,Spring,not late
1,W7M,Spring,not late
1,W7W,Spring,not late
1,W8W,Spring,not late
1,W8F,Spring,not late
1,W9M,Spring,not late
1,W9F,Spring,not late
1,W10M,Spring,not late
1,W10W,Spring,not late
1,W10F,Spring,not late
1,W11M,Spring,not late
1,W11W,Spring,not late
1,W11F,Spring,late
1,W12M,Spring,not late
1,W12W,Spring,not late
1,W12F,Spring,late
